Site,Season,Year,WD,Date,Water Temp.,Conductivity,TDS,Salinity,pH,Turbidity,DO,BOD,Nitrite,Nitrate,Ammonium,DIN,TN,phosphate,TP,Total Quality,Catchment.x,HESY2,MI_QUALITY,IPS,Index Value,Diat_QUALITY,HEFI,FISH_QUALITY,Lat,Lon,Elevation,Dist. To Source (m),Slope (%),Mean Jan Temp,Int. Type R-M,Catch. Area At Site (Km²),Near tural (%),Artificial (%),Agriculture (%)
GREVENIOT_VIOLOGIKOS,WINTER,2020,Δυτ. Μακεδονία (09),21/01/2020,4.37,608,317,0.3,8.2,2.22,,3.6,0.027,1.883,1.462,3.372,4.164,0.151,0.157,POOR,,,,,,,,,40.098935,21.470819,484,24966.82,0.41,2.7,RM2,171.33,18.55,2.05,79.4
LOGGIES,SUMMER,2019,Δυτ. Στερεά Ελλάδα (04),22/07/2019,21.76,607,313,0.3,7.53,5.14,59.4,4.5,0.004,0.726,0.015,0.745,0.816,0.003,0.006,GOOD,Evinos,1.11,HIGH,14.6,0.9125,GOOD,0.82,HIGH,38.341602,21.730612,6,9414.52,0.55,8.9,RM1,12.68,100,0,0
GALLIKOS_UP,WINTER,2021,Κεντρ. Μακεδονία (10),30/01/2021,5.18,606,303,0.3,8.08,23.8,90.1,2.5,0.007,2.473,0.202,2.682,3.156,0.218,0.252,MODERATE,,,,,,,,,41.05842259,22.96571451,246,18232.01,0.45,3.1,RM1,79.32,33.47,2.62,63.47
LASPO_DW,SUMMER,2021,Θράκη (12),23/09/2021,19.99,606,303,0.3,7.65,8.78,31.7,11.8,0.227,1.493,5.707,7.427,7.656,0.785,0.836,BAD,,0.22,BAD,4.6,0.282208589,POOR,0.21,POOR,40.94023,24.91563,2,30072.42,0.02,5.1,RM2,203.16,,,
SELAS,SPRING,2021,Δυτ. Πελοπόννησος (01),12/4/2021,11.33,605,303,0.3,7.8,2.98,84.67,2.5,0.007,1.713,0.024,1.744,1.968,0.018,0.023,GOOD,,0.78,GOOD,13.3,0.83125,GOOD,0.19,BAD,36.99352,21.65053,4,24856.81,0.27,11,RM1,96.1,24.3,1.68,74.02
KRYA_UP,SPRING,2019,Αττική (06),3/6/2019,12.94,605,302,0.3,8.19,2.56,91.26,1.1,0.001,0.016,0.012,0.029,0.073,0.001,0.003,HIGH,Kifisos Att.,0.9,GOOD,14.3,,GOOD,,,38.11422243,23.78176911,255,8494.2,1.21,7.7,RM5,21.24,60.28,19.66,20.06
TZIROREMA,WINTER,2020,Δυτ. Πελοπόννησος (01),24/01/2020,11.41,603,302,0.3,8.16,5.7,78.3,0,0.003,1.117,0.025,1.145,1.296,0.005,0.008,GOOD,,,,,,,,,37.04517778,22.06461111,1,36089.96,0.06,9.9,RM2,155.1,19.18,19.69,60.97
DS_SKOURA,SPRING,2021,Ανατόλ. Πελοπόννησος (03),14/04/2021,13.02,603,302,0.3,7.81,18.2,77.35,,0.013,0.817,0.048,0.878,0.984,0.016,0.02,GOOD,,0.56,MODERATE,14.6,0.895705521,GOOD,0.21,POOR,36.993872,22.518558,127,72520.57,0.17,8.7,RM2,1201.62,70,3.45,26.55
KASTRI_(Kalamas),SPRING,2021,Ήπειρος (05),22/04/2021,14.29,602,301,0.3,8.06,80.3,97.7,0,0.004,0.548,0,0.552,0.679,0.006,0.007,HIGH,,0.78,GOOD,,,,,,39.56300622,20.28029437,47,72287.95,0.03,8.2,RM3,1538,,,
GEF_PLAKAS,WINTER,2019,Ήπειρος (05),21/02/2019,8.57,600,384,0.3,6,2.98,89.6,0,0.001,0.146,0.02,0.168,0.313,0.003,0.003,HIGH,,,,,,,,,39.45841,21.031406,245,69028.95,0.28,4.9,RM2,963.31,87.13,0.75,12.12
T1,SUMMER,2020,Δυτ. Μακεδονία (09),9/7/2020,23.5,600,,0.3,7.74,4.67,,3.1,0.032,0.838,0.147,1.017,1.236,0.036,0.037,GOOD,Aliakmos,,,13.2,,GOOD,0.39,POOR,40.7517927,22.1694745,27,64205.8,0.02,4.2,RM3,3723.94,39.07,4.71,53.22
T2,SUMMER,2020,Δυτ. Μακεδονία (09),10/7/2020,21.9,600,,0.3,,32.5,,7,0.061,1.149,0.259,1.469,1.62,0.082,0.096,MODERATE,Aliakmos,,POOR,2.8,,BAD,,,40.546872,22.329773,16,94255.79,0.24,4.2,VERY_LARGE,10767.31,47.78,2.07,45.16
FERRES,SPRING,2021,Θράκη (12),13/05/2021,17.46,598,299,0.3,8,9.18,69,2.5,0.019,0.691,0.018,0.728,0.864,0.007,0.015,GOOD,,0.67,MODERATE,13.3,0.81595092,GOOD,,,40.899733,26.198855,10,40878.32,0.06,5,RM2,240.34,41.97,3.55,46.73
KASTRI_(Kalamas),WINTER,2019,Ήπειρος (05),22/02/2019,12.33,593,379,0.3,,19.1,77.6,,0.02,0.74,0.076,0.836,0.968,0.047,0.081,GOOD,,,,,,,,,39.56300622,20.28029437,47,72287.95,0.03,8.2,RM3,1538,,,
MEGALO_REMA,WINTER,2018,Νήσοι Αιγαίου (14),25/02/2018,11.2,578,370,0.3,6.9,3.02,,0,0.001,0.122,0.009,0.132,0.24,0.004,0.011,HIGH,,,,,,,,,37.95478889,24.76516944,78,4912.2,1.27,10.1,RM1,18.26,67.25,0,32.75
ERKY,WINTER,2019,Ανατόλ. Στερεά Ελλάδα (07),26/02/2019,11,575,368,0.3,5.44,11.5,70.4,0,0.012,1.378,0.073,1.463,1.564,0.04,0.043,GOOD,,,,,,,,,38.46027098,22.93156164,107,14234.65,0.23,7.4,RM1,88.22,0,25.57,74.43
GEF_KALOGIROU,SUMMER,2018,Ήπειρος (05),6/7/2018,16.86,572,,0.3,8.14,11.4,110,2.5,0.002,0.818,0.032,0.852,1.013,0.016,0.027,HIGH,Louros,0.89,GOOD,13.5,0.828220859,GOOD,0.3,POOR,39.1780525,20.88530543,8,60920.04,0.08,8.1,RM2,471.21,21.84,6.22,71.94
P223,SUMMER,2018,Θεσσαλία (08),23/08/2018,25.23,550,,0.3,7.74,16.4,86.9,4.5,0.013,0.807,0.025,0.845,1.373,0.122,0.187,MODERATE,,,,,,,,,39.591937,22.220357,85,136272.44,0.06,5.5,RM4,6332.98,29.5,2.22,65.33
KALAVRITA,SPRING,2020,Βόρ. Πελοπόννησος (02),13/05/2020,18.45,532,304,0.3,7.31,3.03,,,0.039,23.201,0.107,23.347,23.88,3.457,3.506,POOR,,,,,,,,,38.04441678,22.12533243,693,21886.28,0.28,4.2,RM2,137.99,24.38,0,75.62
NISELI,SUMMER,2018,Δυτ. Μακεδονία (09),8/10/2018,18.76,528.7,336,0.3,4.81,11.1,92.7,7,0.029,0.961,0.18,1.17,1.395,0.049,0.057,GOOD,Aliakmos,,POOR,13.4,,GOOD,0.09,BAD,40.584281,22.460926,8,107436.78,0.02,4.2,VERY_LARGE,11043.19,46.46,2.1,46.04
ORXO,WINTER,2019,Ανατόλ. Στερεά Ελλάδα (07),26/02/2019,11.3,527,337,0.3,6,1.34,77,0,0.002,2.658,0.061,2.721,2.723,0.01,0.011,GOOD,,,,,,,,,38.511566,22.957303,102,1448,0.11,7.3,RM2,325.99,,,
T1,SUMMER,2018,Δυτ. Μακεδονία (09),6/10/2018,16.87,462.3,337,0.3,5.38,3.72,87.5,0.3,0.028,1.193,0.269,1.491,1.721,0.043,0.056,GOOD,Aliakmos,0.67,MODERATE,13,,GOOD,0.32,POOR,40.7517927,22.1694745,27,64205.8,0.02,4.2,RM3,3723.94,39.07,4.71,53.22
KLIMATIA,WINTER,2019,Ήπειρος (05),22/02/2019,9.3,52.7,338,0.3,6.07,7.01,74.6,3.4,0.059,1.631,0.925,2.615,2.723,0.311,0.314,POOR,,,,,,,,,39.709378,20.633256,186,8787.32,0.68,5.1,RM2,513.36,31.62,0.53,67.86
AG_THOMAS,WINTER,2019,Δυτ. Στερεά Ελλάδα (04),19/02/2019,15.21,5.7,3.66,0.3,6.85,4.44,101,0.6,0.004,0.233,0.063,0.299,0.39,0.017,0.024,GOOD,,,,,,,,,38.38216987,21.45569016,5,10886.21,0.44,8.9,RM5,26.51,69.78,1.26,28.69
XOLOREM,SPRING,2018,Θεσσαλία (08),4/5/2018,20.4,810,400,0.29,7.65,2.04,67.23,1.7,0.023,7.817,0.017,7.857,7.954,0.001,0.004,GOOD,Cholorrema,0.9,GOOD,16.2,,GOOD,,,39.23024759,22.74505239,44,22830.18,0.3,7.1,RM5,112.95,0.51,0,99.49
DAFNOULA,WINTER,2018,Ανατόλ. Στερεά Ελλάδα (07),5/3/2018,12.5,701,455,0.29,7.75,25.1,100.9,0,0.024,5.856,0.01,5.89,5.985,0.054,0.062,GOOD,,,,,,,,,38.2617658,23.4631176,223,614,0.93,6.6,RM5,193.87,0,0,100
TZIROREMA,WINTER,2018,Δυτ. Πελοπόννησος (01),4/3/2018,15.4,679,440,0.29,6.13,8.26,91.2,0,0.005,1.105,0.03,1.14,1.226,0.018,0.034,GOOD,,,,,,,,,37.04517778,22.06461111,1,36089.96,0.06,9.9,RM2,155.1,19.18,19.69,60.97
APOKRIMNO_DW,SPRING,2019,Θράκη (12),23/05/2019,17.8,678.33,434,0.29,8.29,10.02,,1.4,0.008,0.712,0.02,0.74,1.044,0.014,0.017,GOOD,Evros,0.78,GOOD,13.6,0.834355828,GOOD,0.62,GOOD,40.877654,25.898887,23,21846.13,0.37,4.8,RM2,227.77,,,
APOKRIMNO_DW,SPRING,2018,Θράκη (12),21/05/2018,21.2,617,434,0.29,8.75,5,107,0.8,0.021,1.419,0.023,1.463,1.609,0.01,0.01,GOOD,Evros,1,HIGH,15.8,0.969325153,HIGH,0.46,MODERATE,40.877654,25.898887,23,21846.13,0.37,4.8,RM2,227.77,,,
P061,SUMMER,2021,Θεσσαλία (08),18/07/2021,28.84,609,305.5,0.29,8.01,26.3,90.7,10.9,0,0.002,0.013,0.015,0.336,0.248,0.251,GOOD,,,MODERATE,6.9,,POOR,0.14,BAD,39.85137778,22.51186111,15,209133.44,0.17,5.2,VERY_LARGE,10389.21,29.59,2.38,64.95
P088,SUMMER,2021,Θεσσαλία (08),14/07/2021,28.5,609,305,0.29,7.49,29.4,92.3,9.8,0.001,0,0.009,0.01,0.291,0.049,0.1,HIGH,,0.67,MODERATE,7.5,,POOR,0.34,POOR,39.78782222,22.38941667,56,192489.74,0.06,5.1,RM3,8424.95,27.11,2.61,67.32
ELASSON_MD,SPRING,2019,Θεσσαλία (08),6/6/2019,29.6,609,304,0.29,7.44,24.8,0.1,26.1,0.011,0.02,0.112,0.144,0.332,0.494,0.518,POOR,Pinios Thess.,0.33,POOR,4.2,0.257668712,POOR,,,39.87154345,22.14997069,245,35852,0.38,4.3,RM2,247.33,46.69,7.07,46.24
LOUDIAS_DW,SPRING,2021,Κεντρ. Μακεδονία (10),25/05/2021,21.63,607,304,0.29,7.83,12.9,76.3,5.3,0.035,0.515,0.154,0.704,0.948,0.119,0.136,MODERATE,,0.78,GOOD,,,,,,40.57743889,22.63039722,1,68566.99,0.01,4.3,RM3,1136.43,8.68,5.45,85.87
KLIMATIA,SUMMER,2020,Ήπειρος (05),8/7/2020,22.33,605,302,0.29,7.47,4.5,92,4.5,0.306,1.074,6.99,8.37,9.652,1.139,1.145,POOR,Kalamas,,,,,,,,39.709378,20.633256,186,8787.32,0.68,5.1,RM2,513.36,31.62,0.53,67.86
AG_FLOROS,SPRING,2019,Δυτ. Πελοπόννησος (01),15/04/2019,15.7,603,302,0.29,7.6,3.1,89.9,0,0,0.83,0.012,0.842,0.855,0.003,0.007,HIGH,Pamisou-Nedontos-Neda,0.89,GOOD,18.1,1.13125,HIGH,,,37.16907112,22.02451204,15,86.77,0.35,9.3,RM1,9.1,7.3,5.49,87.21
LITHEO_DW,SUMMER,2020,Θεσσαλία (08),28/08/2020,29.32,603,301,0.29,7.5,8.9,35,2,0.081,4.309,0.134,4.524,5.088,0.613,0.67,POOR,Pinios Thess.,0.3,POOR,3.7,0.21958457,BAD,0.3,POOR,39.53782804,21.89974918,96,31847.48,0.04,5,RM4,147.55,0,7.16,92.84
P300,SUMMER,2019,Θεσσαλία (08),2/9/2019,24.06,602,302,0.29,8.63,81.1,99,9.3,0.117,1.023,0.025,1.165,1.392,0.227,0.235,MODERATE,Pinios Thess.,0.7,GOOD,7,0.415430267,POOR,0.46,MODERATE,39.526683,21.940047,93,96945.65,0.03,5.2,RM4,1785.03,42.35,2.36,49.77
RIZARI,SPRING,2021,Δυτ. Μακεδονία (09),14/05/2021,18.4,602,301,0.29,8.46,21.3,99,3.6,0.071,0.879,0.207,1.157,1.416,0.157,0.17,MODERATE,,0.4,POOR,14.5,0.860534125,GOOD,,,40.782143,22.088063,73,23169.21,0.8,4.2,RM4,2423.69,34.56,8.24,53.62
SPARTI,SUMMER,2021,Ανατόλ. Πελοπόννησος (03),30/06/2021,27.5,602,301,0.29,8.31,2.45,129,4.8,0.003,0.314,0.053,0.37,0.395,0.001,0.006,HIGH,,0.56,MODERATE,16,0.981595092,HIGH,0.41,MODERATE,37.077451,22.444878,179,59075.03,0.35,8.5,RM2,822.89,69.21,1.74,28.74
GEF_KALOGIROU,SUMMER,2021,Ήπειρος (05),24/08/2021,17.41,600,301,0.29,8.25,6.65,,6.2,0.002,0.818,0.014,0.834,0.924,0.014,0.02,HIGH,,,,,,,,,39.1780525,20.88530543,8,60920.04,0.08,8.1,RM2,471.21,21.84,6.22,71.94
XIROPOTAMOS_(Istiaia),SPRING,2019,Ανατόλ. Στερεά Ελλάδα (07),30/05/2019,31.92,600,300,0.29,8.41,2.13,109,2.8,0.003,0.098,0.013,0.114,0.165,0.002,0.004,HIGH,Evoias,0.7,GOOD,19,,HIGH,,,38.95786733,23.15774623,39,23088.18,0.42,7.4,RM5,,,,
KOSTARAZI,WINTER,2020,Δυτ. Μακεδονία (09),21/01/2020,5.7,600,300,0.29,8.02,7.51,,3.1,0.048,3.872,0.627,4.547,4.896,0.589,0.593,BAD,,,,,,,,,40.43514962,21.32095144,614,32020.76,0.22,2,RM2,308.63,31.53,3.95,63
VRODAMAS,SPRING,2021,Ανατόλ. Πελοπόννησος (03),13/04/2021,16.4,600,300,0.29,8,7.6,121,0,0.107,0.603,0.196,0.906,1.092,0.005,0.01,GOOD,,0.44,POOR,14.9,,GOOD,,,36.97333906,22.58182909,109,79979.39,0.47,8.9,RM3,1362.07,61.35,1.21,36.98
DS_SKOURA,WINTER,2020,Ανατόλ. Πελοπόννησος (03),30/01/2020,15.38,600,300,0.29,7.93,16.2,72.26,20.2,0.033,0.717,0.023,0.773,1.152,0.035,0.052,GOOD,,,,,,,,,36.993872,22.518558,127,72520.57,0.17,8.7,RM2,1201.62,70,3.45,26.55
MAGULA,WINTER,2019,Θεσσαλία (08),19/02/2019,12.23,599,300,0.29,8.01,24.6,114.4,2.2,0.012,0.063,0.283,0.358,0.833,0.782,0.829,MODERATE,,,,,,,,,39.812976,22.084288,173,45942,0.3,4.2,RM5,364.14,47.32,5.38,47.28
SKALA,WINTER,2019,Ανατόλ. Πελοπόννησος (03),6/3/2019,16.6,599,299.3,0.29,7.61,26.33,57.5,0.6,0.009,2.131,0.077,2.217,2.43,0.007,0.013,MODERATE,,,,,,,,,36.84859535,22.68023396,12,101941.04,0.09,10.3,RM5,1680.04,61.62,1.16,36.75
ASPROPO,SPRING,2021,Θράκη (12),15/05/2021,16.81,599,299,0.29,7.49,6.46,70.3,6.2,0.003,0.326,0.017,0.346,0.468,0.026,0.039,HIGH,,,,,,,,,41.038949,25.209137,3,27470.39,0.07,4.7,RM2,113.56,,,
VARTHOLOMIO_UP,SPRING,2020,Βόρ. Πελοπόννησος (02),12/5/2020,22.06,599,299,0.29,7.29,27.4,,,0.012,1.188,0.053,1.253,1.38,0.026,0.032,GOOD,,,,,,,,,37.8666805,21.2222493,6,77461.65,0.02,9.3,RM1,810,0,2.92,97.08
DS_SKOURA,SUMMER,2020,Ανατόλ. Πελοπόννησος (03),1/7/2020,25.25,598,299,0.29,7.94,1.98,125.9,5.3,0.004,0.202,0.027,0.233,0.373,0.024,0.028,HIGH,Evrotas,0.44,POOR,10.9,0.668711656,MODERATE,0.29,POOR,36.993872,22.518558,127,72520.57,0.17,8.7,RM2,1201.62,70,3.45,26.55
KALAVRITA,SUMMER,2019,Βόρ. Πελοπόννησος (02),21/07/2019,16.17,598,299,0.29,7.55,7.26,40,3.6,0.024,0.716,0.145,0.885,0.996,0.19,0.19,MODERATE,Remata Paralias Vor Peloponnisou,0.67,MODERATE,,,,0.32,POOR,38.04441678,22.12533243,693,21886.28,0.28,4.2,RM2,137.99,24.38,0,75.62
GIANNOUZAGAS,SUMMER,2021,Δυτ. Πελοπόννησος (01),14/06/2021,21.9,597,299,0.29,7.85,4.17,91,2.8,0.006,4.354,0.011,4.371,4.5,0.001,0.004,GOOD,,,,,,,,,36.95452,21.700621,5,12755.54,0.53,10.7,RM1,48.14,12.7,0.7,86.61
LAGOUVARDOS,WINTER,2021,Δυτ. Πελοπόννησος (01),3/2/2021,11.58,597,298,0.29,8.3,194,115.2,0.6,0.014,1.856,0.061,1.931,2.148,0.023,0.033,GOOD,,,,,,,,,37.093865,21.585433,4,14220.63,0.61,11,RM1,34.65,15.05,0.94,84.01
PIN_IND,SPRING,2021,Θεσσαλία (08),12/5/2021,21.75,597,298,0.29,8.11,19.1,67.3,3.1,0.05,1.72,0.133,1.903,2.076,0.229,0.24,POOR,,0.56,MODERATE,9.5,,MODERATE,,,39.713457,22.43364,64,175390.98,0.02,5.1,RM3,8274.99,27.67,2.6,66.76
TSARKIAS,SUMMER,2021,Κεντρ. Μακεδονία (10),3/9/2021,18.74,597,298,0.29,7.22,7.77,100.1,1.7,0,0.029,0.006,0.035,0.074,0.021,0.028,HIGH,,0.67,MODERATE,13.8,0.8625,GOOD,,,40.484855,23.727706,250,7427.43,0.89,4.1,RM1,24.06,91.08,0,8.92
KARYTAI,WINTER,2021,Δυτ. Πελοπόννησος (01),26/01/2021,11.5,596,298,0.29,7.94,136,83.2,,0.047,2.493,0.407,2.947,3.192,0.007,0.011,MODERATE,,,,,,,,,37.47970556,22.04998333,324,54798.21,1.32,6.2,RM4,883.59,48.69,5.08,44.82
KIT_TRIK,SUMMER,2020,Θεσσαλία (08),10/7/2020,17.97,596,298,0.29,7.72,7.44,70.1,3.6,0.024,4.716,0.028,4.768,4.92,0.045,0.05,GOOD,Pinios Thess.,0.6,MODERATE,13.8,0.818991098,GOOD,,,39.53000522,21.77237071,104,40313.23,0.03,4.7,RM4,5.35,0,84.74,15.26
PSARI,WINTER,2021,Βόρ. Πελοπόννησος (02),27/01/2021,9.63,596,298,0.29,7.65,255,99.2,4.2,0.01,1.04,0.081,1.131,1.332,0.04,0.05,GOOD,,,,,,,,,38.029789,21.38379,20,17713.35,0.26,9,RM1,96.9,,,
AG_GEORGIOS,SUMMER,2020,Ήπειρος (05),5/7/2020,16.15,596,298,0.29,7.64,2.64,102.2,0.8,0.002,0.828,0.02,0.85,0.984,0.013,0.019,HIGH,Louros,,,12.9,0.765578635,GOOD,0.39,POOR,39.27126351,20.84748657,105,46322.56,0.42,6.9,RM4,339,43.62,0.92,55.45
DS_SKOURA,SUMMER,2019,Ανατόλ. Πελοπόννησος (03),19/07/2019,21.47,595,298,0.29,8.14,7.86,97.7,4.8,0.006,1.124,0.011,1.141,1.188,0.013,0.017,HIGH,Evrotas,0.89,HIGH,14,0.858895706,GOOD,,,36.993872,22.518558,127,72520.57,0.17,8.7,RM2,1201.62,70,3.45,26.55
P223,SPRING,2021,Θεσσαλία (08),11/5/2021,20,595,297,0.29,8.08,20.7,89.4,3.4,0.078,1.372,0.193,1.643,1.92,0.274,0.282,POOR,,0.5,MODERATE,11.5,0.682492582,MODERATE,,,39.591937,22.220357,85,136272.44,0.06,5.5,RM4,6332.98,29.5,2.22,65.33
AG_FLOROS,SPRING,2021,Δυτ. Πελοπόννησος (01),13/04/2021,15.79,594,297,0.29,7.36,1.68,95.2,1.1,0,0.78,0.027,0.807,0.876,0.004,0.007,HIGH,,0.89,GOOD,14.1,0.88125,GOOD,,,37.16907112,22.02451204,15,86.77,0.35,9.3,RM1,9.1,7.3,5.49,87.21
P266,SPRING,2020,Θεσσαλία (08),20/05/2020,23.6,593,297,0.29,8.14,15.9,,,0.102,1.618,0.204,1.924,2.136,0.376,0.384,POOR,,,,,,,,,39.568569,22.078457,86,115186.19,0.02,5.2,RM4,3369.82,32.43,2.71,61.04
SPARTI,SPRING,2020,Ανατόλ. Πελοπόννησος (03),20/05/2020,19.63,593,296,0.29,7.98,,,,0.002,0.758,0.02,0.78,0.816,0.003,0.004,HIGH,,,,,,,,,37.077451,22.444878,179,59075.03,0.35,8.5,RM2,822.89,69.21,1.74,28.74
PIN_IND,SPRING,2020,Θεσσαλία (08),20/05/2020,23.7,592,296,0.29,8.4,,,,0.032,1.558,0.133,1.723,1.86,0.251,0.253,POOR,,,,,,,,,39.713457,22.43364,64,175390.98,0.02,5.1,RM3,8274.99,27.67,2.6,66.76
KOSTARAZI,SPRING,2021,Δυτ. Μακεδονία (09),13/05/2021,15.48,591,296,0.29,8.07,13.2,83.2,4.8,0.095,2.145,0.439,2.679,3.084,0.405,0.468,POOR,,0.56,MODERATE,10,0.613496933,MODERATE,0.53,MODERATE,40.43514962,21.32095144,614,32020.76,0.22,2,RM2,308.63,31.53,3.95,63
KIT_TRIK,SUMMER,2019,Θεσσαλία (08),2/9/2019,18.7,591,296,0.29,7.94,6.07,60.4,3.1,0.023,3.937,0.035,3.995,4.224,0.03,0.034,GOOD,Pinios Thess.,0.9,HIGH,12.1,0.71810089,GOOD,0.42,MODERATE,39.53000522,21.77237071,104,40313.23,0.03,4.7,RM4,5.35,0,84.74,15.26
P028,WINTER,2019,Θεσσαλία (08),21/02/2019,10.78,591,296,0.29,7.54,52,108.2,0,0.018,1.902,0.082,2.002,2.081,0.071,0.076,GOOD,,,,,,,,,39.891494,22.607448,15,218980.24,0.59,5,VERY_LARGE,10609.85,29.86,2.36,64.66
MESAPIOS_UP,SPRING,2021,Ανατόλ. Στερεά Ελλάδα (07),27/05/2021,16.31,591,295.3,0.29,7.75,2.72,73.5,3.9,0.003,1.427,0.009,1.439,1.464,0.003,0.005,GOOD,,0.6,MODERATE,16.4,,GOOD,0.85,HIGH,38.573693,23.74727,112,12999.53,0.22,7.4,RM5,81.59,70.77,0.76,28.47
RIZARI,WINTER,2019,Δυτ. Μακεδονία (09),23/02/2019,6.57,590,295,0.29,8.36,7.11,123.7,0,0.062,2.718,0.471,3.251,3.42,0.23,0.243,POOR,,,,,,,,,40.782143,22.088063,73,23169.21,0.8,4.2,RM4,2423.69,34.56,8.24,53.62
P088,SPRING,2021,Θεσσαλία (08),12/5/2021,23.01,590,295,0.29,8.28,17.3,97.9,3.4,0.047,1.593,0.02,1.66,1.836,0.226,0.24,MODERATE,,0.67,MODERATE,9.9,,MODERATE,,,39.78782222,22.38941667,56,192489.74,0.06,5.1,RM3,8424.95,27.11,2.61,67.32
MAN,WINTER,2021,Βόρ. Πελοπόννησος (02),26/01/2021,12.86,589,295,0.29,7.51,108,76.6,1.4,0.037,3.743,0.048,3.828,4.392,0.359,0.383,POOR,,,,,,,,,38.125554,21.419929,3,19499.71,0.03,9.3,RM1,31.5,,,
LEIMOS,SPRING,2021,Ανατόλ. Πελοπόννησος (03),13/04/2021,17.5,588,294,0.29,7.51,4.66,101.5,5.3,0.006,0.408,0.017,0.431,0.442,0.004,0.009,HIGH,,0.67,MODERATE,16.9,,GOOD,,,36.82163824,22.69362443,3,108446.87,0.1,10.2,RM3,1968.73,58.57,1.08,39.89
AG_FLOROS,WINTER,2021,Δυτ. Πελοπόννησος (01),28/01/2021,15.49,588,294,0.29,7.49,0.32,106,0,0.001,0.819,0.008,0.828,0.828,0.003,0.006,HIGH,,,,,,,,,37.16907112,22.02451204,15,86.77,0.35,9.3,RM1,9.1,7.3,5.49,87.21
ASPROLAKKAS,SPRING,2021,Κεντρ. Μακεδονία (10),28/05/2021,17.98,587,293,0.29,8.42,2.81,104.07,5.3,0.002,0.007,0.007,0.016,0.119,0.018,0.022,HIGH,,0.78,GOOD,14.5,0.90625,GOOD,0.88,HIGH,40.462724,23.778663,64,13946.48,1.03,5.3,RM1,59.69,94.99,0,5.01
KARYTAI,SPRING,2020,Δυτ. Πελοπόννησος (01),25/05/2020,21.17,587,293,0.29,7.98,,,,0.011,2.689,0.015,2.715,2.892,0.001,0.006,GOOD,,,,,,,,,37.47970556,22.04998333,324,54798.21,1.32,6.2,RM4,883.59,48.69,5.08,44.82
FILIATRINO_EKV,WINTER,2021,Δυτ. Πελοπόννησος (01),30/01/2021,13.46,586,293,0.29,8.13,57.2,99.6,0,0.006,0.884,0.008,0.898,1.008,0.003,0.007,HIGH,,,,,,,,,37.181212,21.580447,10,25648.88,0.84,10.7,RM1,58.2,38.46,0,61.54
ARIS,WINTER,2020,Δυτ. Πελοπόννησος (01),24/01/2020,13.76,584,292,0.29,8.31,2.81,95.3,0,0.001,1.249,0.012,1.262,1.44,0.007,0.011,HIGH,,,,,,,,,37.081972,22.02721384,7,30228.98,0.04,9.8,RM2,128.83,32.91,6.94,59.89
OMOLIO_DW,WINTER,2019,Θεσσαλία (08),21/02/2019,10.42,583,291,0.29,7.71,63.4,130.2,0.6,0.019,2.061,0.085,2.165,2.284,0.077,0.1,GOOD,,,,,,,,,39.9030699,22.6376322,6,222492.75,0.08,5.4,VERY_LARGE,9731.41,47.09,2.36,50.55
GRIBOVO,WINTER,2021,Ήπειρος (05),22/02/2021,10.4,582,291,0.29,8.01,49.05,97.9,,0.009,0.971,0.042,1.022,1.056,0.044,0.048,GOOD,,,,,,,,,39.65858031,20.52043953,100,25548.92,0.16,5.3,RM3,1569.22,55.82,1.13,42.83
APIDITSA,WINTER,2020,Δυτ. Πελοπόννησος (01),31/01/2020,9.14,568,284,0.29,8.45,1.25,88.7,0,0,0.015,0.021,0.036,0.206,0.002,0.004,HIGH,,,,,,,,,37.39018312,22.08634712,356,30925.25,0.21,6.5,RM2,280,,,
MAKRY,SPRING,2018,Θεσσαλία (08),4/5/2018,20.3,780,370,0.28,7.82,,52.83,3.4,0.026,2.604,0.033,2.663,3.566,0.171,0.181,MODERATE,,,,,,,,,39.255325,22.146075,119,15133,0.08,5.3,RM1,41.47,45.45,0,54.55
ALMYR_DW,SPRING,2018,Θεσσαλία (08),3/5/2018,16.7,740,337,0.28,7.65,,78.17,4.2,0.003,7.427,0.013,7.443,7.706,0.009,0.012,GOOD,Xirias (Almyros),0.78,GOOD,12.9,0.791411043,GOOD,0.71,GOOD,39.18198732,22.77727457,37,36569.66,0.5,7.2,RM2,154.15,54.53,0,45.47
INDUSTRY,WINTER,2018,Ανατόλ. Στερεά Ελλάδα (07),5/3/2018,13.8,667,433,0.28,8.03,73.9,107.23,0,0.025,4.315,0.023,4.363,4.658,0.083,0.121,GOOD,,,,,,,,,38.3056496,23.6236035,74,20666.25,0.3,8,RM2,435.73,21.84,0.33,77.84
ASSOPOS_UP,WINTER,2018,Ανατόλ. Στερεά Ελλάδα (07),5/3/2018,13.6,662,430,0.28,7.95,29.5,105.9,0,0.015,4.675,0.011,4.701,4.905,0.032,0.038,GOOD,,,,,,,,,38.30199722,23.59222563,89,17401.91,0.32,7.8,RM2,385.08,24.81,0,75.19
CHALKOUTSI,WINTER,2018,Ανατόλ. Στερεά Ελλάδα (07),6/3/2018,15.6,653,423,0.28,8.5,10.7,,0.8,0.019,3.391,0.009,3.419,3.623,0.046,0.07,GOOD,,,,,,,,,38.3291506,23.7479782,2,39474.99,0.22,9.7,RM2,689.62,47.03,4.66,48.31
